"ID","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"4092780","GRUPO TMM","PRESTADORA DE SERVICIOS MTR SA DE CV","488320","Servicios de carga y descarga para el transporte por agua","11 a 30 personas","CALLE","EMILIO CARRANZA","CALLE","20 DE NOVIEMBRE","CALLE","SOR JUANA INES DE LA CRUZ","CALLE","SALVADOR DÍAZ MIRÓN","216","PONIENTE",,,,,"COLONIA","CASCAJAL",,,,"89000","28","TAMAULIPAS","038","Tampico","0001","Tampico","0463","001",,,,"Fijo","22.21700603","-97.85955003","2014-12"
"6457661","INFRAESTRUCTURA PORTUARIA MEXICANA","INFRAESTRUCTURA PORTUARIA MEXICANA SA DE CV","488310","Administración de puertos y muelles","101 a 250 personas","BOULEVARD","GOLFO DE MEXICO","OTRO (ESPECIFIQUE)","MAR BALTICO","OTRO (ESPECIFIQUE)","SIN NOMBRE","BOULEVARD","MANZANA 800","0","SN",,,"0",,"PUERTO","PUERTO INDUSTRIAL DE ALTAMIROA",,,,"89600","28","TAMAULIPAS","003","Altamira","0685","Altamira [Puerto Industrial]","1004","019",,"BRODRIGUEZ@IPMALTAMIRA.COM.MX","WWW.IPMALTAMIRA.COM","Fijo","22.46889097","-97.86895276","2014-12"
"6457662","INMOBILIARIA PORTUARIA DE ALTAMIRA","INMOBILIARIA PORTUARIA DE ALTAMIRA S DE RL DE CV","488310","Administración de puertos y muelles","51 a 100 personas","BOULEVARD","GOLFO DE MEXICO","CALLE","NINGUNO","CALLE","NINGUNO","BOULEVARD","MANZANA 800","0","SN",,,"0",,"PUERTO","PUERTO INDUSTRIAL DE ALTAMIROA",,,,"89608","28","TAMAULIPAS","003","Altamira","0685","Altamira [Puerto Industrial]","1004","022",,"GHESTEVEZ@STEELRERMINAL.COM","WWW.STEELALTAMIRA.COM","Fijo","22.47559634","-97.8790437","2014-12"
"6456263","MSC ALTAMIRA","MEDITERRANEAN SHIPPING COMPANY MEXICO SA DE CV","488320","Servicios de carga y descarga para el transporte por agua","6 a 10 personas","CALLE","RIO TAMESI","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO",,,,,"0","DESPACHO 360","CORREDOR INDUSTRIAL","PUERTO INDUSTRIAL ALTAMIRA",,,,"89603","28","TAMAULIPAS","003","Altamira","0685","Altamira [Puerto Industrial]","1004","020",,"LEONARDO.LUNA@MSC.COM","WWW.MSC.COM","Fijo","22.46471381","-97.87228249","2012-06"
"8809072","TERMINAL PORTUARIA","PETELOGISTIS SA DE CV","488320","Servicios de carga y descarga para el transporte por agua","11 a 30 personas","CALLE","GENERAL IGNACIO ZARAGOZA","CALLE","ESPERANZA","CALLE","VOLANTIN","CALLE","SIN REFERENCIA",,"SN",,,"503",,"COLONIA","GUADALUPE VICTORIA",,,,"89070","28","TAMAULIPAS","038","Tampico","0001","Tampico","036A","026",,"PTCONTRALOR@GMAIL.COM",,"Fijo","22.21662851","-97.841376","2019-11"
"6742724","ADMINISTRACIÓN PORTUARIA INTEGRAL DE COATZACOALCOS SA DE CV","ADMINISTRACIÓN PORTUARIA INTEGRAL DE COATZACOALCOS SA DE CV","488310","Administración de puertos y muelles","51 a 100 personas","AVENIDA","OLMECA","AVENIDA","TLÁLOC","PRIVADA","NINGUNO","AVENIDA","TOLTECA",,"SN",,,,,"COLONIA","CENTRO",,,,"96400","30","VERACRUZ DE IGNACIO DE LA LLAVE","039","Coatzacoalcos","0001","Coatzacoalcos","0519","024",,,,"Fijo","18.13145089","-94.42093844","2016-10"
"4210470","ADMINISTRACIÓN PORTUARIA INTEGRAL DE TUXPAN","ADMINISTRACION PORTUARIA INTEGRAL DE TUXPAN SA DE CV","488310","Administración de puertos y muelles","31 a 50 personas","BOULEVARD","LA CALZADA","CALLE","FRESA","OTRO (ESPECIFIQUE)","SIN REFERENCIA","OTRO (ESPECIFIQUE)","SIN REFERENCIA","0","SN",,,"0",,"COLONIA","LA CALZADA","OTRO CONGLOMERADO","CARRETA A LA BARRA NORTE","SN","92773","30","VERACRUZ DE IGNACIO DE LA LLAVE","189","Tuxpan","0001","Túxpam de Rodríguez Cano","0732","020",,"JDRHUMANOS@PUERTOTUXPAN.COM.MX","WWW.PUERTOTUXPAN.COM.MX","Fijo","20.95383449","-97.3487866","2010-07"
"6811294","APIVER","ADMINISTRACION PORTUARIA INTEGRAL DE VERACRUZ SA DE CV","488310","Administración de puertos y muelles","101 a 250 personas","CALLE","MARINA MERCANTE","CALLE","JOSE MONTESINOS","CALLE","INSURGENTES VERACRUZANOS","CALLE","RECINTO PORTUARIO","210",,,,,,"COLONIA","CENTRO",,,,"91700","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","2638","033",,"DIRECCION@PUERTODEVERACRUZ.COM.MX","WWW.PUERTODEVERACRUZ.COM.MX","Fijo","19.20210867","-96.13802627","2017-11"
"9330199","AUDITORIO APIVER","ADMINISTRACION PORTUARIA INTEGRAL DE VERACRUZ ","488310","Administración de puertos y muelles","31 a 50 personas","CALLE","NINGUNO","OTRO (ESPECIFIQUE)","SIN REFERENCIA","CALLE","NINGUNO","CALLE","NINGUNO",,"SN",,,,,"COLONIA","CENTRO",,,,"91700","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","2638","036",,,,"Fijo","19.20455934","-96.13872246","2020-11"
"9330451","CICE","CORPORACION INTEGRAL DE COMERCIO EXTERIOR ","488320","Servicios de carga y descarga para el transporte por agua","31 a 50 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO",,"SN",,,,,"COLONIA","CENTRO",,,,"91700","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","2106","004",,,,"Fijo","19.21046901","-96.14870838","2020-11"
"7771288","CONEXION 360","CONEXION 360 SA DE CV","488320","Servicios de carga y descarga para el transporte por agua","11 a 30 personas","CALLE","AGUSTIN YAÑEZ","CALLE","MORELOS NORTE","PRIVADA","INDEPENDENCIA","CALLE","SIN REFERENCIA",,"SN",,,,,"COLONIA","MANUEL CONTRERAS",,,,"91899","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","2623","033",,,,"Fijo","19.2060502","-96.14241197","2019-11"
"9327175","CONSTRUCTORA DE PLATAFORMAS MARITIMAS GRUPO R TERMINALES","GRUPO R TERMINALES SA DE CV","488310","Administración de puertos y muelles","11 a 30 personas","CALLE","PASO CIENTO SEIS","CALLE","CALLE A BENITO JUAREZ",,"SIN REFERENCIA",,"N/A","0","SN",,,,,"COLONIA","MATA REDONDA",,,,,"30","VERACRUZ DE IGNACIO DE LA LLAVE","133","Pueblo Viejo","0007","Hidalgo","0351","019",,"TERMINALES@GRUPOR.COM.MX","WWW.GRUPORTERMINALES.COM.MX","Fijo","22.22511524","-97.83506823","2020-11"
"9332057","CORPORACION INTEGRAL DE COMERCIO EXTERIOR SA DE CV","CORPORACION INTEGRAL DE COMERCIO EXTERIOR ","488320","Servicios de carga y descarga para el transporte por agua","31 a 50 personas","CALLE","CERVANTES Y PADILLA","CALLE","MORELOS NORTE","CALLE","INDEPENDENCIA NORTE","CALLE","AGUSTIN YAñEZ",,"SN",,,,,"COLONIA","MANUEL CONTRERAS",,,,"91899","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","2638","012",,,,"Fijo","19.20696842","-96.14291232","2020-11"
"6407958","CORPORACION PORTUARIA DE VERACRUZ","CORPORACION PORTUARIA DE VERACRUZ SA DE CV","488320","Servicios de carga y descarga para el transporte por agua","251 y más personas","CALLE","MANZANA I","CALLE","NINGUNO","PRIVADA","NINGUNO","CALLE","NINGUNO","0","SN",,,"1",,"ZONA INDUSTRIAL","DENTRO DEL RECINTO PORTUARIO","ZONA INDUSTRIAL","ZONA INDUSTRIAL PORTUARIA",,"91700","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","2106","015",,"MONTSERRAT.ARENAS@CSIGROUP.COM.MX","WWW.CSIGROUP.COM.MX","Fijo","19.21259483","-96.14600379","2010-07"
"9330454","CUARTEL DE BOMBEROS CREI","ADMINISTRACION PORTUARIA INTEGRAL DE VERACRUZ ","488310","Administración de puertos y muelles","31 a 50 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","OTRO (ESPECIFIQUE)","N/A",,"SN",,,,,"COLONIA","CENTRO",,,,"91700","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","2106","019",,,,"Fijo","19.20972549","-96.14448573","2020-11"
"9333811","HUTCHISON PORTS AND LOGISTICS MEXICO","HUTCHISON PORTS AND LOGISTICS MEXICO SA DE CV","488310","Administración de puertos y muelles","11 a 30 personas","CALLE","MORELOS","CALLE","EMPARAN","CALLE","CONSTITUCIÓN","CALLE","EMPARAN","159",,,,,,"COLONIA","VERACRUZ CENTRO",,,,,"30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","2623","026",,"DELGADO.RODRIGO@HUTCHISONLOGISTICS.COM.MX","WWW.HUTCHISONLOGISTICS.COM","Fijo","19.20248557","-96.13906937","2021-05"
"6412254","HUTCHISON PORTS ICAVE","INTERNACIONAL DE CONTENEDORES ASOCIADOS DE VERACRUZ SA DE CV","488320","Servicios de carga y descarga para el transporte por agua","101 a 250 personas","CALLE","JOSE MARIA MORELOS Y PAVON","CALLE","EMPARAN","CALLE","CONSTITUCIÓN","AVENIDA","INDEPENDENCIA","159",,,,"0",,"COLONIA","CENTRO",,,,"91700","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","2623","026",,"ALCALDE.JANET@ICAVE.COM.MX","WWW.HUTCHISONPORTSICAVE.COM","Fijo","19.20248106","-96.1390638","2010-07"
"6463037","HUTCHISON PORTS ICAVE","INTERNACIONAL DE CONTENEDORES ASOCIADOS DE VERACRUZ SA DE CV","488320","Servicios de carga y descarga para el transporte por agua","251 y más personas","AVENIDA","Ulua","CALLE","Ninguno","CALLE","Camino a San Juan de Ulúa","CALLE","Ninguno","0","SN",,,"0",,"OTRO (ESPECIFIQUE)","RECINTO PORTUARIO VERACRUZ",,,,"91800","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","2106","023",,"ALCALDE.JANET@ICAVE.COM.MX","WWW.HUTCHISONPORTSICAVE.COM","Fijo","19.21480636","-96.13183482","2014-12"
"8343593","LOGISTICA Y SERVICIOS MARITIMOS Y PORTUARIOS","LOGISTICA Y SERVICIOS MARITIMOS Y PORTUARIOS SA DE CV","488320","Servicios de carga y descarga para el transporte por agua","11 a 30 personas","CALLE","MARIO MOLINA","AVENIDA","FRANCISCO I. MADERO","AVENIDA","5 DE MAYO","CALLE","GUTIÉRREZ ZAMORA","383",,,,"202",,"COLONIA","VERACRUZ CENTRO",,,,"91700","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","0203","023","2299311514","MARITIMOSYPORTUARIOS@YAHOO.COM",,"Fijo","19.19844108","-96.13988196","2019-11"
"6498341","MUELLE DE OPERACIONES DE DESCARGA ATUNERA",,"488310","Administración de puertos y muelles","11 a 30 personas","BOULEVARD","LA CALZADA","CALLE","NINGUNO","CALLE","EL JOBO","CALLE","NINGUNO",,"SN",,,,,"COLONIA","LA CALZADA",,,,"92773","30","VERACRUZ DE IGNACIO DE LA LLAVE","189","Tuxpan","0001","Túxpam de Rodríguez Cano","1181","013",,"ENRIQUETORRIPESCA1@PRODIYI.NET.MX",,"Fijo","20.96303396","-97.33190073","2016-01"
"7415496","OPERADORA DE CARGA MARITIMA","OPERADORA DE CARGA MARITIMA SA DE CV","488320","Servicios de carga y descarga para el transporte por agua","6 a 10 personas","CALLE","EMPARAN","AVENIDA","MIGUEL HIDALGO","AVENIDA","FRANCISCO I. MADERO","CALLE","BENITO JUÁREZ","418",,,,,,"COLONIA","ZONA CENTRO",,,,"91700","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","2623","005",,,,"Fijo","19.20030438","-96.14231964","2019-11"
"9041212","PORTEO POZA RICA","ARECA SERVICIOS MULTUPLES SA DE CV","488310","Administración de puertos y muelles","6 a 10 personas","CALLE","PRIMERO DE MAYO","CALLE","IGNACIO ALLENDE","CALLE","COSTA RICA","CALLE","CRISTÓBAL COLÓN",,"SN",,,,,"COLONIA","27 DE SEPTIEMBRE",,,,"93320","30","VERACRUZ DE IGNACIO DE LA LLAVE","131","Poza Rica de Hidalgo","0001","Poza Rica de Hidalgo","0126","008",,,,"Fijo","20.53556368","-97.46803417","2019-11"
"6412478","TERMINALES DE CARGAS ESPECIALIZADAS","TERMINALES DE CARGAS ESPECIALIZADAS S","488320","Servicios de carga y descarga para el transporte por agua","101 a 250 personas","CALLE","MALECON","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","2",,,,"0","A","COLONIA","CENTRO",,,,"91700","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","2638","022",,"CELIA.AMADOR@ADM.COM",,"Fijo","19.20440649","-96.13882382","2010-07"
"6412468","UNION DE OBREROS ESTIBADORES CARGADORES ABRIDORES CHECADORES CLASIF Y JORNALEROS","UNIÓN DE OBREROS ESTIBADORES CARGADORES ABRIDORES CHECADORES CLASIF Y JORNALEROS SC DE RL DE CV","488320","Servicios de carga y descarga para el transporte por agua","251 y más personas","CALLE","CRISTÓBAL COLÓN","CALLE","XICOTÉNCATL","CALLE","Y GRIEGA SUR","CALLE","Y GRIEGA SUR","418",,,,"0",,"COLONIA","ESFUERZO DE LOS HERMANOS DEL TRABAJO",,,,"96400","30","VERACRUZ DE IGNACIO DE LA LLAVE","039","Coatzacoalcos","0001","Coatzacoalcos","099A","029",,,,"Fijo","18.14139982","-94.41310762","2010-07"
"9322729","VIVERO DE LA ADMINISTRACION PORTUARIA INTEGRAL DE VERACRUZ","ADMINISTRACION PORTUARIA  INTEGRAL DE VERACRUZ ","488310","Administración de puertos y muelles","31 a 50 personas","BOULEVARD","FIDEL VELAZQUEZ","CALLE","NINGUNO","CALLE","NINGUNO","OTRO (ESPECIFIQUE)","N/A",,"SN",,,,,"COLONIA","CENTRO",,,,"91700","30","VERACRUZ DE IGNACIO DE LA LLAVE","193","Veracruz","0001","Veracruz","2106","011",,,,"Fijo","19.21330684","-96.16198121","2020-11"
"4593366","ADMINISTRACION PORTUARIA INTEGRAL DE PROGRESO","ADMINISTRACION PORTUARIA INTEGRAL DE PROGRESO SA DE CV","488310","Administración de puertos y muelles","51 a 100 personas","CALLE","82","CALLE","25","CALLE","SIN REFERENCIA","CALLE","SIN REFERENCIA","0","SN",,,"0",,"LOCALIDAD","PROGRESO",,,,"97320","31","YUCATÁN       ","059","Progreso","0001","Progreso","0465","008",,"JDRHUMANOS@PUERTOSYUCATAN.COM","WWW.PUERTOSYUCATAN.COM","Fijo","21.28811446","-89.66486272","2010-07"
"8335726","CAPITANIA DE PUERTO","SECRETARIA DE MARINA CAPITANIA DE PUERTO ","488310","Administración de puertos y muelles","51 a 100 personas","CALLE","78","CALLE","37","CALLE","39","CALLE","74",,"SN",,,,,"COLONIA","FRANCISCO I MADERO",,,,"97320","31","YUCATÁN       ","059","Progreso","0001","Progreso","0499","017",,"PROGRESO@SEMAR.GOB.MX",,"Fijo","21.27962577","-89.66153991","2019-11"
"6280109","MULTISUR","MULTISUR SA DE CV","488320","Servicios de carga y descarga para el transporte por agua","51 a 100 personas","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","0","SN",,,"0",,"COLONIA","CENTRO",,,,"97320","31","YUCATÁN       ","059","Progreso","0001","Progreso","0821","001",,"CARLOS.GARCES@LOGRA.COM.MX",,"Fijo","21.34606211","-89.67183765","2010-07"
"6280194","MULTISUR","MULTISUR SA DE CV","488320","Servicios de carga y descarga para el transporte por agua","11 a 30 personas","CALLE","25","CALLE","74","CALLE","72","CALLE","23","147",,,,"0",,"COLONIA","CENTRO",,,,"97320","31","YUCATÁN       ","059","Progreso","0001","Progreso","0484","008",,"CARLOS.GARCES@LOGRA.COM.MX",,"Fijo","21.28662941","-89.65991339","2010-07"
